gender,monthly_income,utility_bill_average,repayment_history_pct,employment_length,default_status
Male,89955,2317.0,70.0,1-3 years,0
Non-Binary,40045,1096.0,95.0,4-7 years,0
Non-Binary,48310,2857.0,86.0,< 1 year,0
Male,52098,3119.0,100.0,1-3 years,0
Female,28860,1639.0,,< 1 year,1
Male,62169,,83.0,< 1 year,0
Female,48106,1647.0,86.0,< 1 year,0
Male,42801,2863.0,50.0,8+ years,0
Non-Binary,40740,2260.0,75.0,< 1 year,0
Male,31373,,56.0,4-7 years,1
Non-Binary,71044,1503.0,,1-3 years,0
Male,49846,2945.0,53.0,8+ years,0
Female,35230,1567.0,45.0,1-3 years,0
Male,54819,2080.0,83.0,4-7 years,0
Female,36815,,65.0,1-3 years,1
Male,54151,,69.0,1-3 years,0
Male,63603,2103.0,72.0,< 1 year,0
Non-Binary,43733,2884.0,69.0,4-7 years,0
Female,46782,2258.0,93.0,8+ years,0
Female,45762,2522.0,100.0,4-7 years,0
Non-Binary,30628,2330.0,68.0,8+ years,0
Male,75811,3191.0,52.0,1-3 years,0
Non-Binary,64554,2794.0,65.0,8+ years,0
Non-Binary,68072,2599.0,50.0,8+ years,1
Non-Binary,54894,3841.0,43.0,4-7 years,0
Female,37789,2285.0,,8+ years,0
Non-Binary,54704,,63.0,1-3 years,0
Male,70675,1582.0,70.0,8+ years,0
Female,56205,,100.0,4-7 years,0
Female,32813,1228.0,82.0,4-7 years,0
Male,20917,2336.0,63.0,4-7 years,0
Male,41470,,79.0,< 1 year,0
Non-Binary,53714,2501.0,53.0,1-3 years,0
Female,58301,2041.0,93.0,4-7 years,0
Female,42886,1272.0,41.0,< 1 year,1
Non-Binary,42988,1922.0,94.0,8+ years,0
Female,39535,2216.0,100.0,4-7 years,0
Male,67819,1565.0,95.0,8+ years,0
Female,31717,3567.0,64.0,1-3 years,1
Male,33229,2179.0,85.0,4-7 years,0
Male,39577,,62.0,8+ years,1
Non-Binary,49655,,86.0,8+ years,0
Female,34707,2192.0,86.0,1-3 years,0
Male,82811,2817.0,83.0,8+ years,1
Female,51369,,77.0,1-3 years,0
Female,44642,2177.0,91.0,< 1 year,0
Female,45703,1517.0,68.0,1-3 years,0
Non-Binary,72862,2469.0,80.0,4-7 years,0
Female,31686,3870.0,75.0,4-7 years,1
Female,42089,2089.0,64.0,1-3 years,0
Male,49895,2231.0,,1-3 years,0
Male,35211,1734.0,92.0,4-7 years,0
Male,49953,1877.0,66.0,8+ years,0
Non-Binary,47945,3377.0,100.0,8+ years,0
Female,31592,2466.0,94.0,8+ years,0
Male,33126,4070.0,81.0,4-7 years,0
Male,55275,3274.0,60.0,1-3 years,1
Male,63937,2315.0,91.0,< 1 year,0
Male,49194,2576.0,54.0,< 1 year,0
Female,47723,,75.0,4-7 years,0
Male,26216,3337.0,75.0,8+ years,1
Non-Binary,44186,2631.0,80.0,< 1 year,0
Male,41416,1823.0,88.0,< 1 year,0
Male,41164,3002.0,82.0,< 1 year,0
Female,29844,971.0,63.0,1-3 years,0
Female,66618,1134.0,83.0,8+ years,0
Female,16883,2008.0,71.0,8+ years,1
Female,60607,2245.0,85.0,8+ years,1
Non-Binary,38652,1731.0,80.0,< 1 year,0
Female,53364,3601.0,90.0,< 1 year,0
Male,35940,1872.0,88.0,< 1 year,0
Female,42185,2442.0,100.0,8+ years,1
Male,52950,1917.0,56.0,8+ years,0
Male,62520,2211.0,100.0,1-3 years,0
Female,65091,1779.0,54.0,8+ years,1
Male,25600,,55.0,< 1 year,0
Non-Binary,34105,2185.0,67.0,1-3 years,0
Female,23688,3118.0,57.0,8+ years,1
Male,73504,2653.0,88.0,< 1 year,0
Male,29520,1943.0,100.0,8+ years,0
Non-Binary,59436,3015.0,61.0,< 1 year,0
Non-Binary,47417,2639.0,57.0,1-3 years,1
Female,59366,1883.0,95.0,8+ years,0
Non-Binary,40274,3159.0,56.0,4-7 years,0
Female,29210,2127.0,91.0,1-3 years,0
Non-Binary,52623,,56.0,< 1 year,1
Non-Binary,75172,2983.0,100.0,< 1 year,0
Female,45777,,81.0,8+ years,0
Non-Binary,26430,2433.0,91.0,4-7 years,0
Male,66184,2385.0,78.0,4-7 years,0
Male,22347,2103.0,68.0,1-3 years,1
Male,47306,1674.0,77.0,1-3 years,0
Non-Binary,53852,2326.0,,8+ years,0
Female,46492,2720.0,86.0,< 1 year,0
Male,58863,2846.0,39.0,4-7 years,1
Non-Binary,61553,3376.0,45.0,< 1 year,1
Female,42329,,84.0,1-3 years,0
Male,30405,3139.0,98.0,< 1 year,0
Non-Binary,31529,,69.0,8+ years,0
Non-Binary,58506,1933.0,85.0,1-3 years,0
Female,56854,2867.0,93.0,< 1 year,0
Male,47344,1788.0,66.0,1-3 years,0
Female,67183,1453.0,80.0,< 1 year,0
Non-Binary,75502,2362.0,82.0,4-7 years,0
Non-Binary,63550,3704.0,66.0,< 1 year,0
Male,34914,1505.0,68.0,4-7 years,0
Non-Binary,50295,3779.0,,1-3 years,0
Non-Binary,56576,2722.0,42.0,< 1 year,0
Male,20460,1961.0,,8+ years,0
Male,43806,2417.0,85.0,4-7 years,0
Non-Binary,50847,,61.0,4-7 years,1
Female,67370,2618.0,68.0,1-3 years,0
Male,58668,2847.0,59.0,8+ years,1
Female,31525,1229.0,89.0,1-3 years,0
Female,41644,2398.0,84.0,< 1 year,0
Female,15000,1588.0,78.0,8+ years,0
Non-Binary,39167,2281.0,53.0,4-7 years,1
Non-Binary,44866,1144.0,60.0,8+ years,0
Male,49319,3102.0,62.0,1-3 years,0
Non-Binary,39622,1365.0,,4-7 years,0
Female,24210,,75.0,8+ years,0
Female,34744,,70.0,1-3 years,0
Male,35542,2001.0,,1-3 years,0
Female,59545,,52.0,4-7 years,0
Female,15278,2900.0,100.0,4-7 years,0
Female,46399,,50.0,< 1 year,1
Non-Binary,61600,,,8+ years,0
Non-Binary,48991,4099.0,53.0,1-3 years,1
Male,30709,2679.0,89.0,4-7 years,0
Non-Binary,61282,,74.0,1-3 years,0
Female,29674,1633.0,79.0,< 1 year,0
Non-Binary,83752,2457.0,79.0,8+ years,0
Male,68159,2485.0,68.0,8+ years,1
Non-Binary,60484,3663.0,100.0,1-3 years,0
Non-Binary,56375,2671.0,84.0,4-7 years,0
Female,45662,545.0,74.0,8+ years,0
Non-Binary,52150,1949.0,68.0,4-7 years,0
Male,58037,2412.0,88.0,< 1 year,0
Non-Binary,65447,500.0,98.0,< 1 year,0
Male,59818,2613.0,,1-3 years,0
Male,71119,,61.0,< 1 year,0
Male,53301,1701.0,55.0,< 1 year,1
Female,34274,1616.0,45.0,1-3 years,0
Male,54196,,58.0,< 1 year,0
Non-Binary,29413,3171.0,100.0,8+ years,0
Non-Binary,42306,2257.0,90.0,8+ years,0
Non-Binary,44821,2912.0,100.0,4-7 years,0
Male,44202,,42.0,4-7 years,0
Male,43628,3295.0,85.0,< 1 year,0
Male,40473,1774.0,75.0,1-3 years,0
Non-Binary,62288,2290.0,,8+ years,0
Male,51506,1857.0,75.0,8+ years,0
Non-Binary,60866,2374.0,90.0,< 1 year,0
Female,49808,2711.0,49.0,8+ years,1
Female,35872,2956.0,77.0,< 1 year,0
Non-Binary,57873,629.0,,4-7 years,0
Non-Binary,67632,2686.0,77.0,< 1 year,0
Non-Binary,56710,2063.0,64.0,< 1 year,0
Female,33017,1386.0,57.0,< 1 year,1
Male,49385,,100.0,< 1 year,0
Male,68297,,100.0,1-3 years,0
Non-Binary,37339,2294.0,98.0,8+ years,0
Male,55581,,75.0,1-3 years,0
Non-Binary,57792,2072.0,76.0,1-3 years,0
Non-Binary,43497,3148.0,61.0,1-3 years,1
Non-Binary,65731,2449.0,79.0,8+ years,0
Non-Binary,68993,4148.0,80.0,< 1 year,0
Non-Binary,60986,2301.0,80.0,4-7 years,0
Non-Binary,54079,2898.0,85.0,8+ years,0
Non-Binary,67981,2469.0,76.0,8+ years,0
Male,80432,2379.0,79.0,1-3 years,0
Male,50994,1492.0,66.0,8+ years,0
Non-Binary,45238,898.0,61.0,4-7 years,0
Non-Binary,37478,3092.0,94.0,1-3 years,0
Non-Binary,63717,,77.0,8+ years,0
Female,26700,,44.0,4-7 years,1
Non-Binary,59497,907.0,67.0,4-7 years,0
Female,46469,1744.0,77.0,8+ years,1
Non-Binary,55679,1505.0,,8+ years,0
Non-Binary,61686,2837.0,51.0,4-7 years,1
Non-Binary,40385,2321.0,81.0,1-3 years,0
Non-Binary,43519,3710.0,90.0,1-3 years,0
Female,42938,2382.0,100.0,4-7 years,0
Female,56398,2264.0,61.0,8+ years,0
Female,30246,2170.0,100.0,8+ years,0
Male,60686,898.0,,< 1 year,0
Female,53607,1812.0,65.0,< 1 year,0
Non-Binary,74478,1779.0,,1-3 years,1
Female,44240,2437.0,98.0,< 1 year,0
Female,45172,1997.0,70.0,1-3 years,0
Male,69324,2654.0,75.0,4-7 years,0
Male,54668,4833.0,84.0,4-7 years,0
Non-Binary,64823,2507.0,96.0,1-3 years,0
Male,57962,2841.0,92.0,< 1 year,0
Female,44517,2098.0,97.0,4-7 years,0
Male,33246,1702.0,36.0,1-3 years,0
Female,48012,,44.0,4-7 years,1
Non-Binary,46761,2028.0,81.0,1-3 years,0
Male,50694,2033.0,84.0,4-7 years,0
Female,47367,3343.0,93.0,< 1 year,0
Non-Binary,37166,2107.0,64.0,8+ years,0
Non-Binary,91485,945.0,60.0,1-3 years,0
Non-Binary,41700,1823.0,69.0,< 1 year,1
Non-Binary,41368,2969.0,60.0,4-7 years,1
Female,59685,3259.0,85.0,1-3 years,1
Female,46112,2358.0,78.0,< 1 year,0
Non-Binary,57444,1561.0,55.0,4-7 years,1
Male,69293,1926.0,100.0,8+ years,0
Male,31934,2989.0,86.0,< 1 year,0
Female,45860,1215.0,60.0,4-7 years,0
Female,32902,2567.0,53.0,8+ years,0
Male,41736,,100.0,1-3 years,0
Non-Binary,29689,2569.0,99.0,< 1 year,0
Non-Binary,54032,3029.0,100.0,8+ years,0
Male,52337,3111.0,67.0,4-7 years,0
Non-Binary,23762,2501.0,100.0,< 1 year,0
Female,43858,1370.0,78.0,1-3 years,0
Female,56593,3162.0,37.0,1-3 years,1
Male,45831,2616.0,37.0,< 1 year,1
Non-Binary,51067,2582.0,35.0,8+ years,0
Female,63489,2078.0,66.0,< 1 year,0
Male,64233,,66.0,8+ years,1
Female,58169,1562.0,38.0,8+ years,1
Male,80027,2253.0,48.0,1-3 years,1
Female,41792,2858.0,82.0,< 1 year,1
Female,55842,1668.0,57.0,< 1 year,0
Non-Binary,32534,1330.0,95.0,8+ years,0
Female,26825,2783.0,82.0,< 1 year,0
Female,39738,2989.0,75.0,8+ years,0
Non-Binary,49719,,78.0,1-3 years,0
Male,71336,3025.0,65.0,8+ years,0
Non-Binary,76439,3210.0,43.0,1-3 years,1
Female,31643,2846.0,71.0,8+ years,0
Non-Binary,44809,2655.0,49.0,1-3 years,1
Non-Binary,44692,725.0,58.0,1-3 years,0
Male,32990,2412.0,77.0,< 1 year,0
Female,41647,2203.0,73.0,8+ years,0
Female,55024,2949.0,65.0,< 1 year,0
Male,56322,,98.0,8+ years,0
Female,37019,1921.0,68.0,4-7 years,0
Female,47194,1017.0,84.0,1-3 years,0
Female,43689,2901.0,82.0,4-7 years,0
Non-Binary,72747,1955.0,78.0,< 1 year,0
Female,48533,,92.0,1-3 years,0
Female,39946,2858.0,84.0,8+ years,0
Non-Binary,72291,2264.0,50.0,1-3 years,0
Female,60598,1928.0,93.0,< 1 year,0
Male,79157,2131.0,86.0,1-3 years,0
Non-Binary,56658,1607.0,59.0,4-7 years,0
Male,34138,,100.0,< 1 year,0
Male,40184,2681.0,100.0,< 1 year,0
Male,57027,,71.0,1-3 years,0
Female,40349,1167.0,57.0,< 1 year,0
Female,62454,2305.0,,< 1 year,0
Female,53073,,,8+ years,0
Female,47942,2387.0,100.0,< 1 year,0
Female,55223,,76.0,1-3 years,0
Non-Binary,42987,2398.0,79.0,1-3 years,0
Male,29842,2091.0,97.0,4-7 years,0
Non-Binary,54667,2807.0,39.0,8+ years,1
Non-Binary,49305,3123.0,43.0,1-3 years,1
Non-Binary,39247,1948.0,47.0,< 1 year,0
Female,38871,3197.0,96.0,< 1 year,0
Female,43937,,81.0,1-3 years,0
Male,72669,4218.0,85.0,4-7 years,0
Male,20735,3004.0,,4-7 years,1
Male,60822,1934.0,75.0,8+ years,0
Non-Binary,38592,3442.0,,< 1 year,1
Male,30532,961.0,70.0,8+ years,0
Non-Binary,29223,2441.0,76.0,4-7 years,1
Non-Binary,52693,3099.0,100.0,4-7 years,0
Male,55020,2904.0,,< 1 year,0
Female,52667,,66.0,8+ years,0
Male,29829,,95.0,8+ years,0
Non-Binary,28445,2769.0,64.0,< 1 year,1
Female,38541,2190.0,74.0,8+ years,0
Non-Binary,74624,1699.0,66.0,< 1 year,0
Male,30176,2237.0,89.0,1-3 years,0
Non-Binary,77172,2441.0,71.0,8+ years,1
Non-Binary,37879,2484.0,64.0,< 1 year,0
Male,56882,3379.0,30.0,1-3 years,1
Non-Binary,35123,3503.0,100.0,4-7 years,0
Female,41162,3780.0,100.0,8+ years,0
Female,56194,4245.0,67.0,1-3 years,0
Male,70561,3762.0,92.0,4-7 years,0
Non-Binary,72230,2077.0,100.0,4-7 years,0
Female,49679,2559.0,50.0,4-7 years,1
Male,27533,,46.0,4-7 years,1
Male,67861,2435.0,40.0,4-7 years,0
Female,39537,,78.0,< 1 year,1
Non-Binary,48118,2102.0,76.0,4-7 years,0
Male,58621,2405.0,94.0,1-3 years,0
Female,45524,3478.0,63.0,8+ years,1
Non-Binary,59688,2462.0,100.0,1-3 years,1
Male,42397,2906.0,60.0,8+ years,0
Non-Binary,55394,,60.0,1-3 years,0
Female,46152,2661.0,74.0,1-3 years,0
Non-Binary,77580,2618.0,55.0,1-3 years,1
Female,31617,2277.0,67.0,4-7 years,0
Non-Binary,56213,2725.0,46.0,4-7 years,0
Female,38267,2299.0,100.0,1-3 years,0
Male,48472,2085.0,85.0,1-3 years,0
Non-Binary,32805,1600.0,58.0,1-3 years,0
Male,60873,2213.0,81.0,4-7 years,0
Non-Binary,46281,2334.0,100.0,1-3 years,0
Female,60540,3429.0,93.0,1-3 years,0
Non-Binary,48929,2190.0,58.0,1-3 years,1
Female,35764,1046.0,90.0,< 1 year,0
Non-Binary,49755,1430.0,74.0,< 1 year,0
Male,47075,1803.0,74.0,4-7 years,0
Male,41330,2976.0,100.0,< 1 year,0
Female,48383,,,8+ years,0
Female,62028,940.0,88.0,4-7 years,0
Female,56804,1722.0,57.0,4-7 years,0
Male,44774,2694.0,92.0,1-3 years,0
Male,68219,3065.0,47.0,1-3 years,0
Male,53242,2878.0,74.0,< 1 year,0
Non-Binary,59868,,55.0,4-7 years,1
Non-Binary,41844,2200.0,56.0,1-3 years,1
Non-Binary,43996,1815.0,57.0,1-3 years,1
Male,39477,2769.0,64.0,< 1 year,0
Female,36636,3742.0,42.0,< 1 year,1
Non-Binary,39995,2485.0,74.0,8+ years,0
Male,44094,2829.0,59.0,8+ years,0
Non-Binary,76379,1410.0,,4-7 years,0
Male,48104,1057.0,76.0,8+ years,0
Female,32451,,66.0,8+ years,0
Male,79761,2698.0,75.0,1-3 years,0
Male,62302,2181.0,25.0,1-3 years,1
Male,61897,1659.0,53.0,8+ years,0
Male,65766,3468.0,,4-7 years,0
Female,54519,3686.0,70.0,1-3 years,0
Non-Binary,64656,2752.0,61.0,1-3 years,0
Male,49729,3547.0,51.0,< 1 year,0
Male,15000,1487.0,60.0,8+ years,1
Non-Binary,56374,2690.0,86.0,8+ years,1
Non-Binary,61528,1679.0,87.0,4-7 years,0
Female,50696,2573.0,89.0,1-3 years,0
Female,33379,2698.0,90.0,8+ years,0
Male,43178,2546.0,99.0,8+ years,0
Non-Binary,45909,2929.0,93.0,4-7 years,0
Female,47341,3113.0,87.0,< 1 year,0
Non-Binary,50539,3123.0,63.0,< 1 year,0
Female,39929,1098.0,97.0,8+ years,0
Male,34327,,97.0,1-3 years,0
Non-Binary,63327,2109.0,69.0,8+ years,0
Non-Binary,55100,2396.0,72.0,< 1 year,0
Non-Binary,40349,2134.0,79.0,8+ years,0
Non-Binary,32021,3546.0,86.0,< 1 year,0
Male,27641,1345.0,76.0,4-7 years,0
Female,49382,2695.0,62.0,8+ years,0
Female,51882,2314.0,71.0,4-7 years,0
Female,34462,1712.0,72.0,1-3 years,1
Female,50195,1992.0,67.0,4-7 years,0
Non-Binary,54458,1905.0,64.0,< 1 year,0
Non-Binary,35004,3145.0,72.0,1-3 years,0
Female,62464,2029.0,71.0,8+ years,0
Male,84567,2340.0,89.0,< 1 year,0
Male,57807,,91.0,1-3 years,0
Female,36060,,68.0,8+ years,0
Female,30825,2001.0,39.0,8+ years,1
Male,67106,2357.0,57.0,1-3 years,0
Female,41424,2862.0,100.0,1-3 years,0
Female,49903,3026.0,25.0,< 1 year,1
Female,37136,2655.0,63.0,4-7 years,1
Non-Binary,36127,3745.0,54.0,1-3 years,1
Non-Binary,60099,2156.0,100.0,< 1 year,0
Male,51503,2513.0,85.0,< 1 year,0
Non-Binary,59365,2763.0,73.0,8+ years,0
Non-Binary,54451,2682.0,46.0,4-7 years,1
Male,60423,2341.0,82.0,8+ years,0
Non-Binary,37129,2216.0,59.0,1-3 years,1
Female,51264,2065.0,71.0,8+ years,0
Male,31907,2969.0,76.0,1-3 years,0
Female,50285,,96.0,1-3 years,0
Male,66556,2751.0,87.0,1-3 years,0
Male,36726,1631.0,60.0,< 1 year,0
Female,56713,3079.0,63.0,4-7 years,0
Female,49350,3430.0,78.0,8+ years,0
Female,28881,1594.0,48.0,1-3 years,1
Male,34518,3676.0,48.0,1-3 years,1
Male,72191,3235.0,97.0,< 1 year,0
Non-Binary,32839,,73.0,4-7 years,0
Male,45860,3981.0,69.0,8+ years,0
Female,40165,2364.0,88.0,8+ years,0
Non-Binary,79085,2767.0,100.0,< 1 year,0
Non-Binary,86034,2650.0,49.0,8+ years,1
Male,66448,2829.0,54.0,1-3 years,0
Non-Binary,34212,2240.0,88.0,8+ years,0
Female,51123,3318.0,81.0,8+ years,1
Female,40659,2642.0,7.0,< 1 year,1
Non-Binary,45255,2402.0,77.0,< 1 year,0
Male,67050,2938.0,91.0,4-7 years,0
Non-Binary,26106,2173.0,70.0,1-3 years,0
Male,46808,,36.0,1-3 years,1
Male,78659,1567.0,100.0,< 1 year,0
Non-Binary,72483,2462.0,84.0,4-7 years,0
Male,43156,1523.0,100.0,1-3 years,0
Male,62132,2962.0,85.0,4-7 years,0
Female,58343,2271.0,94.0,< 1 year,0
Male,50855,,92.0,< 1 year,0
Female,15000,3527.0,100.0,1-3 years,1
Male,56544,2028.0,78.0,4-7 years,0
Non-Binary,49840,2560.0,39.0,1-3 years,1
Female,46961,2603.0,70.0,4-7 years,0
Male,69067,,100.0,< 1 year,0
Female,60567,2436.0,79.0,4-7 years,0
Female,43843,2394.0,58.0,8+ years,0
Male,71250,2417.0,57.0,8+ years,0
Non-Binary,62190,2501.0,,< 1 year,1
Female,39484,,63.0,8+ years,0
Male,43394,3649.0,73.0,< 1 year,0
Non-Binary,56213,,96.0,4-7 years,0
Female,59837,,79.0,8+ years,0
Non-Binary,41222,,89.0,1-3 years,0
Non-Binary,63635,2500.0,71.0,1-3 years,0
Non-Binary,58392,1715.0,100.0,< 1 year,0
Male,46951,2080.0,63.0,< 1 year,0
Female,38715,1407.0,59.0,4-7 years,0
Female,68387,1976.0,82.0,4-7 years,1
Female,59126,3967.0,39.0,4-7 years,1
Male,33551,1869.0,53.0,8+ years,0
Non-Binary,55289,,60.0,8+ years,0
Female,18893,,69.0,1-3 years,0
Non-Binary,48293,1596.0,65.0,1-3 years,0
Non-Binary,35035,,68.0,4-7 years,0
Male,49697,1806.0,93.0,< 1 year,0
Male,58087,2719.0,74.0,< 1 year,0
Female,49566,3052.0,77.0,< 1 year,0
Non-Binary,76055,2772.0,81.0,1-3 years,0
Non-Binary,54003,3040.0,59.0,8+ years,0
Female,39499,2812.0,83.0,< 1 year,0
Female,27900,1720.0,79.0,4-7 years,0
Non-Binary,41134,3131.0,75.0,1-3 years,1
Male,50825,2087.0,65.0,1-3 years,1
Non-Binary,52452,3481.0,84.0,4-7 years,0
Female,61614,2701.0,48.0,< 1 year,1
Female,51462,,90.0,4-7 years,0
Non-Binary,52800,3002.0,61.0,4-7 years,1
Male,56383,3106.0,94.0,< 1 year,1
Non-Binary,39078,,70.0,4-7 years,0
Female,52789,4075.0,60.0,8+ years,1
Non-Binary,40527,1063.0,79.0,< 1 year,0
Male,48180,3205.0,70.0,1-3 years,0
Female,52019,2545.0,84.0,4-7 years,0
Non-Binary,51591,1552.0,65.0,8+ years,0
Female,55211,3105.0,87.0,< 1 year,0
Non-Binary,47795,2744.0,70.0,1-3 years,0
Female,51302,589.0,58.0,1-3 years,0
Non-Binary,41634,,75.0,8+ years,0
Non-Binary,49612,1926.0,62.0,4-7 years,0
Female,32036,1850.0,89.0,8+ years,0
Non-Binary,40440,3716.0,68.0,< 1 year,1
Non-Binary,74952,3794.0,68.0,4-7 years,0
Non-Binary,52515,1986.0,74.0,4-7 years,0
Non-Binary,44331,2973.0,71.0,< 1 year,0
Male,48521,2226.0,51.0,4-7 years,1
Female,40559,2977.0,74.0,< 1 year,0
Male,47969,2778.0,31.0,4-7 years,1
Male,51147,,65.0,4-7 years,0
Female,49454,2514.0,74.0,1-3 years,0
Non-Binary,41295,2771.0,53.0,8+ years,1
Male,46172,3160.0,94.0,< 1 year,0
Female,24922,1991.0,42.0,4-7 years,1
Non-Binary,88618,2987.0,100.0,< 1 year,0
Female,54949,,64.0,8+ years,0
Male,43339,1292.0,100.0,8+ years,0
Male,49882,2458.0,60.0,4-7 years,0
Female,31047,2370.0,65.0,4-7 years,1
Male,73358,2540.0,88.0,4-7 years,0
Male,32818,1519.0,75.0,< 1 year,0
Female,49035,2421.0,44.0,< 1 year,1
Male,16258,1618.0,62.0,< 1 year,0
Female,59490,,50.0,< 1 year,1
Female,47718,3538.0,100.0,1-3 years,0
Male,51137,2217.0,70.0,4-7 years,0
Female,51643,2836.0,86.0,4-7 years,0
Female,60111,1856.0,100.0,1-3 years,0
Male,69775,3349.0,95.0,1-3 years,0
Male,53411,3544.0,63.0,< 1 year,1
Female,41281,,91.0,8+ years,0
Non-Binary,47744,,79.0,< 1 year,0
Male,39704,2769.0,80.0,4-7 years,0
Male,57909,,100.0,< 1 year,0
Female,37437,1243.0,94.0,8+ years,0
Male,72926,3102.0,90.0,< 1 year,0
Non-Binary,42378,3388.0,80.0,4-7 years,0
Male,65705,1317.0,79.0,4-7 years,0
Non-Binary,73778,1741.0,100.0,1-3 years,0
Female,43917,1660.0,88.0,1-3 years,0
Male,58452,,83.0,4-7 years,0
Female,20834,1573.0,77.0,4-7 years,0
Female,30780,3783.0,96.0,< 1 year,0
Female,44950,,84.0,1-3 years,1
Male,60548,1959.0,94.0,4-7 years,0
Male,48203,2663.0,69.0,< 1 year,0
Non-Binary,70240,1924.0,72.0,< 1 year,0
Male,58919,2917.0,64.0,4-7 years,0
Non-Binary,42910,1745.0,68.0,4-7 years,0
Female,33386,2519.0,,1-3 years,0
Non-Binary,52188,3193.0,42.0,4-7 years,1
Non-Binary,89850,2399.0,62.0,1-3 years,0
Male,24161,2889.0,52.0,< 1 year,0
Female,46219,,43.0,4-7 years,1
Non-Binary,32777,1900.0,88.0,8+ years,0
Male,91037,2867.0,100.0,1-3 years,1
Male,46758,,79.0,8+ years,0
Non-Binary,65617,,71.0,< 1 year,0
Male,84659,1040.0,60.0,8+ years,0
Male,42594,596.0,100.0,< 1 year,0
Female,74114,2794.0,94.0,8+ years,1
Male,54695,3074.0,71.0,8+ years,0
Non-Binary,57507,2474.0,100.0,4-7 years,0
Female,15000,1789.0,93.0,4-7 years,1
Male,69204,2448.0,79.0,< 1 year,0
Female,56831,3090.0,91.0,1-3 years,0
Male,20139,1947.0,100.0,8+ years,0
Male,68388,,91.0,8+ years,0
Female,63576,1997.0,77.0,8+ years,0
Female,35955,2906.0,94.0,1-3 years,0
Male,50536,1153.0,42.0,1-3 years,1
Non-Binary,52115,1005.0,35.0,4-7 years,1
Female,45200,2207.0,52.0,8+ years,1
Male,37631,2518.0,52.0,4-7 years,1
Female,59194,2905.0,97.0,8+ years,0
Female,15000,3886.0,62.0,< 1 year,1
Male,74258,,64.0,8+ years,0
Male,36795,1500.0,61.0,4-7 years,0
Female,52244,3002.0,41.0,8+ years,0
Male,75247,,91.0,4-7 years,0
Female,58516,2421.0,100.0,1-3 years,0
Non-Binary,52660,2107.0,90.0,< 1 year,0
Female,49452,1912.0,58.0,< 1 year,0
Female,65929,,68.0,< 1 year,0
Female,62206,,85.0,8+ years,1
Female,61273,2659.0,84.0,8+ years,1
Male,44497,2925.0,54.0,1-3 years,1
Non-Binary,88686,2376.0,94.0,1-3 years,0
Female,40920,4062.0,50.0,8+ years,1
Male,54022,1644.0,70.0,4-7 years,0
Male,65095,2987.0,,8+ years,1
Female,15000,2415.0,71.0,4-7 years,1
Non-Binary,61694,3679.0,56.0,1-3 years,0
Male,48073,3579.0,59.0,< 1 year,1
Non-Binary,58206,2693.0,76.0,8+ years,0
Male,64269,2644.0,73.0,8+ years,0
Female,42747,1669.0,75.0,< 1 year,0
Female,32005,2057.0,70.0,1-3 years,0
Female,51948,2873.0,100.0,8+ years,0
Male,42024,2247.0,69.0,< 1 year,0
Non-Binary,50802,2010.0,38.0,8+ years,1
Female,39705,2824.0,64.0,8+ years,1
Non-Binary,76057,,43.0,< 1 year,1
Male,74577,2859.0,81.0,1-3 years,0
Male,71843,2058.0,37.0,< 1 year,1
Male,40595,1325.0,74.0,1-3 years,0
Female,45866,2050.0,46.0,4-7 years,1
Female,47580,1799.0,92.0,8+ years,0
Male,47737,3754.0,87.0,1-3 years,0
Non-Binary,62559,,84.0,4-7 years,0
Female,53675,3490.0,52.0,4-7 years,1
Female,54863,2823.0,100.0,4-7 years,0
Male,43741,2006.0,83.0,< 1 year,0
Non-Binary,27944,3379.0,73.0,8+ years,0
Male,80128,2583.0,86.0,4-7 years,0
Male,37367,2264.0,79.0,4-7 years,0
Non-Binary,67494,1452.0,29.0,< 1 year,1
Male,48798,2653.0,89.0,4-7 years,0
Male,43542,639.0,70.0,4-7 years,0
Male,67419,3586.0,92.0,1-3 years,0
Female,42926,1596.0,73.0,8+ years,0
Non-Binary,18634,2445.0,75.0,4-7 years,0
Non-Binary,77134,,83.0,8+ years,0
Female,34664,2242.0,74.0,8+ years,0
Female,42662,,80.0,1-3 years,1
Non-Binary,42646,1696.0,81.0,1-3 years,0
Female,41022,2564.0,75.0,1-3 years,1
Male,63417,2021.0,70.0,8+ years,0
Female,40681,4124.0,,8+ years,1
Male,47820,2715.0,54.0,4-7 years,1
Non-Binary,61488,1505.0,29.0,1-3 years,1
Male,37343,956.0,73.0,< 1 year,0
Male,41655,2457.0,80.0,< 1 year,0
Male,32278,3885.0,41.0,8+ years,1
Non-Binary,63608,3172.0,86.0,8+ years,0
Male,44539,3611.0,100.0,< 1 year,1
Male,88598,2740.0,62.0,8+ years,0
Female,35011,3415.0,72.0,8+ years,0
Non-Binary,46361,2708.0,90.0,1-3 years,0
Female,38137,3859.0,61.0,8+ years,0
Non-Binary,66768,3132.0,90.0,8+ years,0
Female,50514,2516.0,45.0,4-7 years,1
Male,60658,1339.0,58.0,1-3 years,0
Female,30590,500.0,100.0,< 1 year,0
Non-Binary,39530,2107.0,100.0,8+ years,0
Non-Binary,57949,2734.0,65.0,1-3 years,0
Non-Binary,52267,,50.0,4-7 years,1
Female,33119,2917.0,62.0,4-7 years,1
Male,57775,500.0,80.0,< 1 year,0
